# BLOCK:    VELOCITY:    BLOCK_POFV:    AVE_POFV:    ERROR:
           3        6.44           0  0.00397377  0.00317395
           3        6.52           0  0.00868056  0.00701689
           3         6.6           0   0.0112076  0.00900955
           3        6.68           0  0.00345293  0.00272535
           3        6.76           0   0.0150849  0.00979062
           3        6.84           0   0.0105131  0.00727891
           3        6.92           0 0.000173611 0.000141753
           3           7           0 0.000289352 0.000236255
           3        7.08           0 0.000771605 0.000630013
           3        7.16           0           0           0
           3        7.24           0           0           0
           3        7.32           0           0           0
           3         7.4           0           0           0
           3        7.48           0           0           0
           3        7.56           0           0           0
           3        7.64           0           0           0
           3        7.72           0           0           0
           3         7.8           0           0           0
           3        7.88           0           0           0
           3        7.96           0           0           0

           4        0.04           0           0           0
           4        0.12           0           0           0
           4         0.2           0  7.2338e-05 6.26465e-05
           4        0.28 0.000578704 0.000202546 0.000112996
           4        0.36    0.030787   0.0115451  0.00587479
           4        0.44   0.0293981   0.0134404  0.00561419
           4        0.52   0.0550926   0.0365017   0.0122818
           4         0.6   0.0571181   0.0484086  0.00997661
           4        0.68    0.116146    0.101056    0.024111
           4        0.76    0.144618    0.079702   0.0226501
           4        0.84    0.107581   0.0827836   0.0194308
           4        0.92   0.0918403    0.077662  0.00873687
           4           1   0.0914931    0.160648   0.0233711
           4        1.08    0.286632    0.268244   0.0557797
           4        1.16    0.536516     0.28601   0.0785942
           4        1.24    0.293229    0.269647   0.0480239
           4        1.32    0.369097    0.351866   0.0636942
           4         1.4    0.392072    0.328747   0.0414268
           4        1.48     0.35081    0.316001   0.0666839
           4        1.56    0.353819    0.270616   0.0300618
           4        1.64    0.430556     0.35612   0.0314375
           4        1.72    0.378704    0.452416   0.0477432
           4         1.8    0.310995     0.36807   0.0302938
           4        1.88    0.351678    0.403993   0.0341226
           4        1.96     0.21956     0.43099   0.0675578
           4        2.04    0.267014      0.5114   0.0878433
           4        2.12    0.300289    0.487442   0.0540801
           4         2.2    0.382234    0.360041   0.0328893
           4        2.28    0.330961    0.293909   0.0175853
           4        2.36    0.288194    0.375492   0.0419319
           4        2.44    0.559028    0.491667   0.0295962
           4        2.52    0.369734    0.466305   0.0639397
           4         2.6    0.332986    0.404036   0.0385631
           4        2.68    0.259086    0.327011   0.0429217
           4        2.76    0.394618    0.400318   0.0182022
           4        2.84    0.438947    0.350839   0.0413914
           4        2.92    0.267303    0.276461  0.00975383
           4           3    0.177141    0.273076   0.0284725
           4        3.08    0.210995     0.28397   0.0444846
           4        3.16    0.340451    0.326678   0.0307092
           4        3.24    0.244907    0.225998   0.0306647
           4        3.32    0.224306    0.238788   0.0237157
           4         3.4    0.112905    0.146687   0.0265313
           4        3.48    0.125984    0.139771   0.0149417
           4        3.56    0.104688    0.166088   0.0201977
           4        3.64    0.219213    0.142188   0.0245425
           4        3.72     0.20544     0.10463   0.0328511
           4         3.8    0.133507    0.113194   0.0382324
           4        3.88    0.261053    0.144604   0.0444034
           4        3.96    0.161632    0.104601   0.0195232
           4        4.04   0.0728009   0.0754774  0.00748875
           4        4.12   0.0509259    0.080599   0.0128016
           4         4.2   0.0818287   0.0778791   0.0277939
           4        4.28   0.0962384   0.0892072   0.0250503
           4        4.36   0.0476273   0.0364149  0.00995872
           4        4.44   0.0534722   0.0302662  0.00917366
           4        4.52     0.12419   0.0393519   0.0245457
           4         4.6   0.0561921   0.0190828   0.0107495
           4        4.68   0.0795139   0.0225694   0.0164639
           4        4.76   0.0442708      0.0125  0.00919012
           4        4.84   0.0412037   0.0116319  0.00856222
           4        4.92    0.023206  0.00706019  0.00472676
           4           5   0.0130208  0.00967882  0.00510697
           4        5.08  0.00457176   0.0109086  0.00650641
           4        5.16           0  0.00778356  0.00573959
           4        5.24           0  0.00257523  0.00160016
           4        5.32           0  0.00264757  0.00137775
           4         5.4           0  0.00649595  0.00475565
           4        5.48           0  0.00797164  0.00394636
           4        5.56           0   0.0111979  0.00870176
           4        5.64           0  0.00483218  0.00410168
           4        5.72           0  0.00833333  0.00716685
           4         5.8           0  0.00114294 0.000876783
           4        5.88           0 0.000289352  0.00016622
           4        5.96           0  0.00561343  0.00486137
           4        6.04           0  0.00687211  0.00595142
           4        6.12           0 0.000954861 0.000826934
           4         6.2           0 2.89352e-05 2.50586e-05
           4        6.28           0 4.34028e-05 3.75879e-05
           4        6.36           0 4.34028e-05 3.75879e-05
           4        6.44           0  0.00298032  0.00253117
           4        6.52           0  0.00651042  0.00558818
           4         6.6           0  0.00840567  0.00717964
           4        6.68           0   0.0025897  0.00217644
           4        6.76           0   0.0113137  0.00803652
           4        6.84           0  0.00788484  0.00591469
           4        6.92           0 0.000130208 0.000112764
           4           7           0 0.000217014  0.00018794
           4        7.08           0 0.000578704 0.000501172
           4        7.16           0           0           0
           4        7.24           0           0           0
           4        7.32           0           0           0
           4         7.4           0           0           0
           4        7.48           0           0           0
           4        7.56           0           0           0
           4        7.64           0           0           0
           4        7.72           0           0           0
           4         7.8           0           0           0
           4        7.88           0           0           0
           4        7.96           0           0           0

           5        0.04           0           0           0
           5        0.12           0           0           0
           5         0.2   0.0041088  0.00087963 0.000723801
           5        0.28  0.00353009 0.000868056 0.000602074
           5        0.36    0.046412   0.0185185  0.00780966
           5        0.44   0.0655671   0.0238657     0.01035
           5        0.52   0.0554977   0.0403009   0.0103965
           5         0.6   0.0951389   0.0577546   0.0115577
           5        0.68    0.125231    0.105891   0.0197677
           5        0.76    0.142188   0.0921991   0.0212904
           5        0.84   0.0969329   0.0856134   0.0157494
           5        0.92    0.126389   0.0874074   0.0111728
           5           1     0.19294    0.167106   0.0195689
           5        1.08    0.205961    0.255787   0.0459936
