#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         738     1.17789     1.18089  0.00809717
         739     1.17604     1.18088  0.00808622
         740     1.17417     1.18087   0.0080753
         741      1.1723     1.18086  0.00806441
         742     1.17044     1.18085  0.00805355
         743     1.16861     1.18083  0.00804273
         744     1.16684     1.18081  0.00803194
         745     1.16512     1.18079  0.00802119
         746     1.16349     1.18077  0.00801047
         747     1.16195     1.18074  0.00799979
         748     1.16051     1.18072  0.00798914
         749     1.15919     1.18069  0.00797852
         750       1.158     1.18066  0.00796794
         751     1.15696     1.18063  0.00795739
         752     1.15605     1.18059  0.00794688
         753      1.1553     1.18056   0.0079364
         754      1.1547     1.18053  0.00792595
         755     1.15426     1.18049  0.00791552
         756     1.15397     1.18046  0.00790513
         757     1.15384     1.18042  0.00789477
         758     1.15385     1.18039  0.00788443
         759     1.15401     1.18035  0.00787412
         760     1.15429     1.18032  0.00786383
         761      1.1547     1.18028  0.00785357
         762      1.1552     1.18025  0.00784333
         763     1.15581     1.18022  0.00783312
         764     1.15648     1.18019  0.00782293
         765     1.15723     1.18016  0.00781276
         766     1.15801     1.18013  0.00780261
         767     1.15883      1.1801  0.00779249
         768     1.15967     1.18007  0.00778239
         769      1.1605     1.18005  0.00777231
         770     1.16133     1.18002  0.00776225
         771     1.16213        1.18  0.00775222
         772     1.16289     1.17998  0.00774221
         773     1.16361     1.17996  0.00773222
         774     1.16428     1.17994  0.00772226
         775     1.16488     1.17992  0.00771232
         776     1.16542      1.1799   0.0077024
         777      1.1659     1.17988  0.00769251
         778      1.1663     1.17986  0.00768265
         779     1.16662     1.17985   0.0076728
         780     1.16687     1.17983  0.00766298
         781     1.16705     1.17981  0.00765319
         782     1.16715      1.1798  0.00764342
         783     1.16718     1.17978  0.00763367
         784     1.16714     1.17976  0.00762395
         785     1.16704     1.17975  0.00761426
         786     1.16688     1.17973  0.00760459
         787     1.16666     1.17972  0.00759495
         788      1.1664      1.1797  0.00758533
         789      1.1661     1.17968  0.00757573
         790     1.16576     1.17966  0.00756616
         791      1.1654     1.17965  0.00755662
         792     1.16502     1.17963   0.0075471
         793     1.16464     1.17961  0.00753761
         794     1.16426     1.17959  0.00752814
         795     1.16389     1.17957  0.00751869
         796     1.16354     1.17955  0.00750928
         797     1.16323     1.17953  0.00749988
         798     1.16297     1.17951  0.00749051
         799     1.16276     1.17949  0.00748117
         800     1.16262     1.17947  0.00747185
         801     1.16255     1.17944  0.00746255
         802     1.16256     1.17942  0.00745327
         803     1.16266      1.1794  0.00744402
         804     1.16284     1.17938  0.00743479
         805     1.16312     1.17936  0.00742558
         806      1.1635     1.17934  0.00741639
         807     1.16397     1.17932  0.00740723
         808     1.16453     1.17931  0.00739808
         809     1.16518     1.17929  0.00738896
         810     1.16592     1.17927  0.00737986
         811     1.16674     1.17926  0.00737077
         812     1.16763     1.17924  0.00736171
         813     1.16858     1.17923  0.00735267
         814     1.16959     1.17922  0.00734364
         815     1.17063     1.17921  0.00733464
         816      1.1717      1.1792  0.00732566
         817     1.17279     1.17919  0.00731669
         818     1.17388     1.17918  0.00730775
         819     1.17497     1.17918  0.00729883
         820     1.17605     1.17917  0.00728993
         821      1.1771     1.17917  0.00728105
         822     1.17812     1.17917  0.00727219
         823     1.17909     1.17917  0.00726336
         824     1.18002     1.17917  0.00725454
         825      1.1809     1.17917  0.00724575
         826     1.18171     1.17918  0.00723698
         827     1.18247     1.17918  0.00722823
         828     1.18316     1.17918   0.0072195
         829      1.1838     1.17919  0.00721079
         830     1.18437      1.1792  0.00720211
         831     1.18488      1.1792  0.00719345
         832     1.18533     1.17921   0.0071848
         833     1.18572     1.17922  0.00717618
         834     1.18607     1.17923  0.00716758
         835     1.18637     1.17924    0.007159
         836     1.18663     1.17924  0.00715045
         837     1.18686     1.17925  0.00714191
         838     1.18706     1.17926  0.00713339
         839     1.18724     1.17927   0.0071249
         840      1.1874     1.17928  0.00711642
         841     1.18756     1.17929  0.00710797
         842     1.18771      1.1793  0.00709953
         843     1.18787     1.17931  0.00709112
         844     1.18803     1.17932  0.00708272
         845     1.18821     1.17933  0.00707435
         846     1.18842     1.17934    0.007066
         847     1.18865     1.17935  0.00705766
         848     1.18892     1.17937  0.00704935
         849     1.18922     1.17938  0.00704105
         850     1.18957     1.17939  0.00703278
         851     1.18996      1.1794  0.00702453
         852      1.1904     1.17941  0.00701629
         853      1.1909     1.17943  0.00700808
         854     1.19145     1.17944  0.00699989
         855     1.19206     1.17946  0.00699172
         856     1.19272     1.17947  0.00698357
         857     1.19345     1.17949  0.00697544
         858     1.19423     1.17951  0.00696733
         859     1.19507     1.17952  0.00695924
         860     1.19596     1.17954  0.00695118
         861     1.19691     1.17956  0.00694313
         862     1.19789     1.17958  0.00693511
         863     1.19892     1.17961  0.00692711
         864     1.19999     1.17963  0.00691913
         865     1.20108     1.17966  0.00691118
         866     1.20219     1.17968  0.00690325
         867     1.20331     1.17971  0.00689534
         868     1.20444     1.17974  0.00688745
         869     1.20555     1.17977  0.00687959
         870     1.20665      1.1798  0.00687175
         871     1.20772     1.17983  0.00686394
         872     1.20875     1.17986  0.00685615
         873     1.20973      1.1799  0.00684838
         874     1.21064     1.17993  0.00684063
         875     1.21149     1.17997  0.00683291
         876     1.21225        1.18  0.00682521
         877     1.21293     1.18004  0.00681753
         878      1.2135     1.18008  0.00680987
         879     1.21396     1.18012  0.00680223
         880      1.2143     1.18016  0.00679462
         881     1.21452      1.1802  0.00678701
         882     1.21461     1.18024  0.00677943
         883     1.21456     1.18027  0.00677187
         884     1.21437     1.18031  0.00676431
         885     1.21404     1.18035  0.00675678
         886     1.21356     1.18039  0.00674926
         887     1.21294     1.18043  0.00674175
         888     1.21217     1.18046  0.00673425
         889     1.21125      1.1805  0.00672676
         890     1.21018     1.18053  0.00671929
         891     1.20897     1.18056  0.00671182
         892     1.20762     1.18059  0.00670437
         893     1.20613     1.18062  0.00669692
         894     1.20449     1.18065  0.00668948
         895     1.20272     1.18067  0.00668205
         896     1.20082     1.18069  0.00667463
         897     1.19878     1.18071  0.00666722
         898     1.19661     1.18073  0.00665982
         899     1.19432     1.18075  0.00665243
         900     1.19189     1.18076  0.00664505
         901     1.18934     1.18077  0.00663768
         902     1.18666     1.18078  0.00663033
         903     1.18384     1.18078  0.00662299
         904      1.1809     1.18078  0.00661566
         905     1.17782     1.18078  0.00660835
         906      1.1746     1.18077  0.00660106
         907     1.17123     1.18076  0.00659379
         908     1.16772     1.18074  0.00658654
         909     1.16405     1.18073  0.00657932
         910     1.16023      1.1807  0.00657213
         911     1.15624     1.18068  0.00656497
         912     1.15208     1.18065  0.00655785
         913     1.14774     1.18061  0.00655077
         914     1.14321     1.18057  0.00654373
         915      1.1385     1.18052  0.00653674
         916     1.13359     1.18047   0.0065298
         917     1.12849     1.18041  0.00652293
         918     1.12319     1.18035  0.00651612
         919     1.11769     1.18028  0.00650938
         920     1.11199     1.18021  0.00650273
         921      1.1061     1.18013  0.00649617
         922     1.10001     1.18004  0.00648971
         923     1.09375     1.17995  0.00648335
         924      1.0873     1.17985  0.00647711
         925      1.0807     1.17974  0.00647099
         926     1.07395     1.17963  0.00646501
         927     1.06706     1.17951  0.00645918
         928     1.06006     1.17938   0.0064535
         929     1.05298     1.17924  0.00644799
         930     1.04584      1.1791  0.00644265
         931     1.03867     1.17895  0.00643749
         932      1.0315     1.17879  0.00643253
         933     1.02438     1.17862  0.00642776
         934     1.01733     1.17845   0.0064232
         935      1.0104     1.17827  0.00641885
         936     1.00364     1.17808   0.0064147
         937    0.997077     1.17789  0.00641076
         938    0.990761     1.17769  0.00640703
         939    0.984731     1.17749   0.0064035
         940    0.979026     1.17727  0.00640017
         941    0.973682     1.17706  0.00639702
         942    0.968729     1.17684  0.00639405
         943    0.964196     1.17661  0.00639125
         944    0.960104     1.17638  0.00638859
         945    0.956467     1.17615  0.00638607
         946    0.953297     1.17591  0.00638366
         947    0.950596     1.17568  0.00638135
         948    0.948366     1.17544  0.00637912
         949    0.946601     1.17519  0.00637696
         950    0.945294     1.17495  0.00637484
         951    0.944433     1.17471  0.00637274
         952    0.944008     1.17447  0.00637065
         953    0.944005     1.17423  0.00636856
         954    0.944416     1.17399  0.00636643
         955    0.945229     1.17375  0.00636427
         956    0.946435     1.17351  0.00636205
         957    0.948028     1.17327  0.00635977
         958    0.950003     1.17304   0.0063574
         959    0.952357     1.17281  0.00635493
         960    0.955087     1.17258  0.00635236
         961    0.958192     1.17236  0.00634966
         962    0.961672     1.17214  0.00634684
         963    0.965525     1.17193  0.00634387
         964    0.969747     1.17172  0.00634076
         965    0.974336     1.17151  0.00633749
         966    0.979285     1.17131  0.00633405
         967    0.984586     1.17112  0.00633044
         968     0.99023     1.17093  0.00632666
         969    0.996203     1.17075   0.0063227
         970     1.00249     1.17058  0.00631856
         971     1.00907     1.17041  0.00631424
         972     1.01592     1.17025  0.00630975
         973     1.02301      1.1701  0.00630508
         974     1.03032     1.16996  0.00630024
         975     1.03781     1.16982  0.00629523
         976     1.04545      1.1697  0.00629007
         977     1.05321     1.16958  0.00628476
         978     1.06104     1.16947  0.00627932
         979      1.0689     1.16936  0.00627374
         980     1.07677     1.16927  0.00626805
         981     1.08459     1.16918  0.00626226
         982     1.09233      1.1691  0.00625637
         983     1.09995     1.16903   0.0062504
         984     1.10741     1.16897  0.00624436
         985     1.11468     1.16892  0.00623827
         986     1.12172     1.16887  0.00623212
         987     1.12851     1.16883  0.00622594
         988     1.13501     1.16879  0.00621974
         989      1.1412     1.16876  0.00621351
         990     1.14705     1.16874  0.00620727
         991     1.15255     1.16873  0.00620103
         992     1.15767     1.16872  0.00619479
         993     1.16242     1.16871  0.00618855
         994     1.16676     1.16871  0.00618233
         995     1.17071     1.16871  0.00617612
         996     1.17425     1.16871  0.00616992
         997     1.17738     1.16872  0.00616373
         998      1.1801     1.16873  0.00615757
         999     1.18242     1.16875  0.00615142
        1000     1.18434     1.16876  0.00614529
        1001     1.18587     1.16878  0.00613917
        1002     1.18702      1.1688  0.00613307
        1003      1.1878     1.16882  0.00612699
        1004     1.18824     1.16884  0.00612092
        1005     1.18833     1.16886  0.00611486
        1006     1.18811     1.16888  0.00610881
        1007     1.18758     1.16889  0.00610277
        1008     1.18677     1.16891  0.00609674
        1009     1.18568     1.16893  0.00609072
        1010     1.18435     1.16894  0.00608471
        1011     1.18278     1.16896  0.00607871
        1012     1.18099     1.16897  0.00607271
        1013       1.179     1.16898  0.00606673
        1014     1.17682     1.16899  0.00606075
        1015     1.17446     1.16899  0.00605478
        1016     1.17194       1.169  0.00604882
        1017     1.16926       1.169  0.00604287
        1018     1.16644     1.16899  0.00603694
        1019     1.16348     1.16899  0.00603101
        1020      1.1604     1.16898  0.00602511
        1021     1.15719     1.16897  0.00601922
        1022     1.15387     1.16895  0.00601335
        1023     1.15044     1.16894   0.0060075
        1024     1.14691     1.16891  0.00600167
        1025     1.14328     1.16889  0.00599586
        1026     1.13956     1.16886  0.00599009
        1027     1.13577     1.16883  0.00598434
        1028     1.13191     1.16879  0.00597863
        1029       1.128     1.16875  0.00597295
        1030     1.12404     1.16871  0.00596731
        1031     1.12005     1.16866  0.00596171
        1032     1.11606     1.16861  0.00595615
        1033     1.11208     1.16856  0.00595063
        1034     1.10812      1.1685  0.00594517
        1035     1.10421     1.16844  0.00593975
        1036     1.10038     1.16837  0.00593438
        1037     1.09664      1.1683  0.00592906
        1038     1.09302     1.16823  0.00592379
        1039     1.08955     1.16815  0.00591857
        1040     1.08625     1.16807   0.0059134
        1041     1.08316     1.16799  0.00590829
        1042     1.08029     1.16791  0.00590322
        1043     1.07768     1.16782  0.00589819
        1044     1.07534     1.16773   0.0058932
        1045     1.07329     1.16764  0.00588826
        1046     1.07157     1.16755  0.00588335
        1047     1.07018     1.16746  0.00587846
        1048     1.06915     1.16736   0.0058736
        1049     1.06848     1.16727  0.00586876
        1050     1.06818     1.16718  0.00586393
        1051     1.06827     1.16708   0.0058591
        1052     1.06874     1.16699  0.00585428
        1053     1.06959      1.1669  0.00584945
        1054     1.07082      1.1668  0.00584461
        1055     1.07243     1.16671  0.00583975
        1056     1.07439     1.16663  0.00583488
        1057      1.0767     1.16654  0.00582998
        1058     1.07933     1.16646  0.00582505
        1059     1.08228     1.16638  0.00582009
        1060     1.08551      1.1663   0.0058151
        1061       1.089     1.16623  0.00581008
        1062     1.09273     1.16616  0.00580502
        1063     1.09667      1.1661  0.00579993
        1064     1.10078     1.16603   0.0057948
        1065     1.10504     1.16598  0.00578964
        1066     1.10943     1.16592  0.00578445
        1067      1.1139     1.16588  0.00577924
        1068     1.11844     1.16583    0.005774
        1069     1.12301     1.16579  0.00576874
        1070     1.12758     1.16576  0.00576345
        1071     1.13213     1.16572  0.00575816
        1072     1.13664      1.1657  0.00575285
        1073     1.14106     1.16567  0.00574754
        1074     1.14539     1.16566  0.00574222
        1075     1.14959     1.16564  0.00573689
        1076     1.15365     1.16563  0.00573157
        1077     1.15754     1.16562  0.00572626
        1078     1.16125     1.16562  0.00572094
        1079     1.16476     1.16562  0.00571564
        1080     1.16806     1.16562  0.00571035
        1081     1.17112     1.16562  0.00570507
        1082     1.17395     1.16563   0.0056998
        1083     1.17652     1.16564  0.00569455
        1084     1.17883     1.16565  0.00568931
        1085     1.18088     1.16567  0.00568408
        1086     1.18266     1.16568  0.00567887
        1087     1.18417      1.1657  0.00567367
        1088      1.1854     1.16572  0.00566849
        1089     1.18636     1.16574  0.00566331
        1090     1.18706     1.16576  0.00565815
        1091     1.18749     1.16578    0.005653
        1092     1.18766      1.1658  0.00564786
        1093     1.18759     1.16582  0.00564273
        1094     1.18727     1.16584   0.0056376
        1095     1.18673     1.16586  0.00563249
        1096     1.18596     1.16587  0.00562738
        1097     1.18499     1.16589  0.00562227
        1098     1.18383     1.16591  0.00561718
        1099     1.18249     1.16592  0.00561209
        1100     1.18099     1.16594    0.005607
        1101     1.17934     1.16595  0.00560192
        1102     1.17757     1.16596  0.00559685
        1103     1.17568     1.16597  0.00559178
        1104      1.1737     1.16598  0.00558672
        1105     1.17163     1.16598  0.00558167
        1106     1.16951     1.16598  0.00557662
        1107     1.16735     1.16599  0.00557158
        1108     1.16515     1.16598  0.00556655
        1109     1.16295     1.16598  0.00556154
        1110     1.16074     1.16598  0.00555653
        1111     1.15856     1.16597  0.00555153
        1112      1.1564     1.16596  0.00554654
        1113     1.15429     1.16595  0.00554157
        1114     1.15224     1.16594  0.00553661
        1115     1.15025     1.16592  0.00553166
        1116     1.14833     1.16591  0.00552673
        1117     1.14649     1.16589  0.00552181
        1118     1.14474     1.16587   0.0055169
        1119     1.14307     1.16585  0.00551201
        1120     1.14149     1.16583  0.00550713
        1121        1.14     1.16581  0.00550227
        1122      1.1386     1.16578  0.00549741
        1123     1.13728     1.16576  0.00549258
        1124     1.13604     1.16573  0.00548776
        1125     1.13488      1.1657  0.00548295
        1126     1.13378     1.16568  0.00547815
        1127     1.13274     1.16565  0.00547337
        1128     1.13175     1.16562   0.0054686
        1129      1.1308     1.16559  0.00546384
        1130     1.12989     1.16555   0.0054591
        1131     1.12899     1.16552  0.00545437
        1132     1.12811     1.16549  0.00544965
        1133     1.12722     1.16545  0.00544494
        1134     1.12634     1.16542  0.00544025
        1135     1.12543     1.16539  0.00543557
        1136     1.12451     1.16535   0.0054309
        1137     1.12356     1.16531  0.00542625
        1138     1.12258     1.16527  0.00542161
        1139     1.12155     1.16524  0.00541699
        1140     1.12049      1.1652  0.00541238
        1141     1.11938     1.16516  0.00540779
        1142     1.11823     1.16512  0.00540321
        1143     1.11704     1.16507  0.00539864
        1144     1.11581     1.16503   0.0053941
        1145     1.11454     1.16499  0.00538957
        1146     1.11325     1.16494  0.00538505
        1147     1.11192      1.1649  0.00538055
        1148     1.11058     1.16485  0.00537608
        1149     1.10923      1.1648  0.00537161
        1150     1.10787     1.16475  0.00536717
        1151     1.10653      1.1647  0.00536275
        1152     1.10519     1.16465  0.00535834
        1153     1.10389      1.1646  0.00535395
        1154     1.10262     1.16454  0.00534958
        1155      1.1014     1.16449  0.00534523
        1156     1.10023     1.16443   0.0053409
        1157     1.09912     1.16437  0.00533658
        1158     1.09809     1.16432  0.00533228
        1159     1.09714     1.16426  0.00532799
        1160     1.09627      1.1642  0.00532372
        1161     1.09549     1.16414  0.00531946
        1162      1.0948     1.16408  0.00531522
        1163     1.09421     1.16402  0.00531099
        1164     1.09371     1.16396  0.00530677
        1165     1.09331      1.1639  0.00530256
        1166     1.09299     1.16384  0.00529836
        1167     1.09276     1.16378  0.00529417
        1168     1.09261     1.16372  0.00528999
        1169     1.09254     1.16366  0.00528582
        1170     1.09253      1.1636  0.00528165
        1171     1.09259     1.16354  0.00527748
        1172      1.0927     1.16348  0.00527333
        1173     1.09286     1.16342  0.00526918
        1174     1.09305     1.16336  0.00526503
        1175     1.09328      1.1633  0.00526089
        1176     1.09353     1.16324  0.00525675
        1177      1.0938     1.16318  0.00525261
        1178     1.09407     1.16312  0.00524848
        1179     1.09435     1.16306  0.00524435
        1180     1.09463       1.163  0.00524023
        1181      1.0949     1.16294  0.00523611
        1182     1.09516     1.16289  0.00523199
        1183      1.0954     1.16283  0.00522788
        1184     1.09564     1.16277  0.00522377
        1185     1.09586     1.16272  0.00521967
        1186     1.09607     1.16266  0.00521557
        1187     1.09626      1.1626  0.00521148
        1188     1.09645     1.16255  0.00520739
        1189     1.09663     1.16249   0.0052033
        1190     1.09682     1.16244  0.00519922
        1191     1.09701     1.16238  0.00519515
        1192     1.09722     1.16233  0.00519108
        1193     1.09746     1.16227  0.00518701
        1194     1.09773     1.16222  0.00518295
        1195     1.09804     1.16217  0.00517889
        1196      1.0984     1.16211  0.00517484
        1197     1.09882     1.16206  0.00517078
        1198     1.09931     1.16201  0.00516673
        1199     1.09987     1.16196  0.00516268
        1200     1.10052     1.16191  0.00515863
        1201     1.10126     1.16185  0.00515459
        1202     1.10209     1.16181  0.00515054
        1203     1.10302     1.16176  0.00514649
        1204     1.10404     1.16171  0.00514244
        1205     1.10515     1.16166  0.00513838
        1206     1.10635     1.16162  0.00513433
        1207     1.10764     1.16157  0.00513027
        1208       1.109     1.16153  0.00512621
        1209     1.11043     1.16149  0.00512214
        1210     1.11193     1.16144  0.00511807
        1211     1.11347      1.1614    0.005114
        1212     1.11505     1.16137  0.00510992
        1213     1.11665     1.16133  0.00510584
        1214     1.11828     1.16129  0.00510176
        1215     1.11991     1.16126  0.00509767
        1216     1.12154     1.16123  0.00509359
        1217     1.12316      1.1612   0.0050895
        1218     1.12476     1.16117  0.00508541
        1219     1.12634     1.16114  0.00508131
        1220      1.1279     1.16111  0.00507722
        1221     1.12942     1.16108  0.00507313
        1222     1.13092     1.16106  0.00506904
        1223     1.13238     1.16104  0.00506495
        1224     1.13382     1.16101  0.00506086
        1225     1.13521     1.16099  0.00505677
        1226     1.13658     1.16097  0.00505269
        1227     1.13791     1.16095   0.0050486
        1228     1.13921     1.16094  0.00504452
        1229     1.14048     1.16092  0.00504045
        1230     1.14173      1.1609  0.00503637
        1231     1.14294     1.16089   0.0050323
        1232     1.14411     1.16088  0.00502824
        1233     1.14526     1.16086  0.00502417
        1234     1.14636     1.16085  0.00502012
        1235     1.14743     1.16084  0.00501606
        1236     1.14846     1.16083  0.00501201
        1237     1.14944     1.16082  0.00500797
        1238     1.15037     1.16081  0.00500393
        1239     1.15125     1.16081   0.0049999
        1240     1.15207      1.1608  0.00499587
        1241     1.15282     1.16079  0.00499185
        1242      1.1535     1.16079  0.00498784
        1243     1.15411     1.16078  0.00498383
        1244     1.15463     1.16078  0.00497982
        1245     1.15507     1.16077  0.00497582
        1246     1.15543     1.16077  0.00497183
        1247     1.15568     1.16076  0.00496785
        1248     1.15584     1.16076  0.00496387
        1249      1.1559     1.16075   0.0049599
        1250     1.15586     1.16075  0.00495593
        1251     1.15571     1.16075  0.00495197
        1252     1.15546     1.16074  0.00494802
        1253      1.1551     1.16074  0.00494407
        1254     1.15464     1.16073  0.00494013
        1255     1.15408     1.16073   0.0049362
        1256     1.15341     1.16072  0.00493227
        1257     1.15266     1.16072  0.00492835
        1258     1.15181     1.16071  0.00492444
        1259     1.15088      1.1607  0.00492053
        1260     1.14986     1.16069  0.00491663
        1261     1.14878     1.16068  0.00491274
        1262     1.14762     1.16067  0.00490886
        1263     1.14641     1.16066  0.00490499
        1264     1.14515     1.16065  0.00490112
        1265     1.14385     1.16064  0.00489727
        1266     1.14252     1.16062  0.00489342
        1267     1.14116     1.16061  0.00488958
        1268     1.13979     1.16059  0.00488575
        1269     1.13841     1.16057  0.00488193
        1270     1.13704     1.16055  0.00487812
        1271     1.13568     1.16053  0.00487433
        1272     1.13433     1.16051  0.00487054
        1273     1.13302     1.16049  0.00486676
        1274     1.13173     1.16047  0.00486299
        1275     1.13049     1.16045  0.00485923
        1276      1.1293     1.16042  0.00485549
        1277     1.12817      1.1604  0.00485175
        1278     1.12709     1.16037  0.00484802
        1279     1.12608     1.16034  0.00484431
        1280     1.12514     1.16032   0.0048406
        1281     1.12427     1.16029   0.0048369
        1282     1.12348     1.16026  0.00483322
        1283     1.12277     1.16023  0.00482954
        1284     1.12214      1.1602  0.00482587
        1285     1.12159     1.16017  0.00482221
        1286     1.12112     1.16014  0.00481855
        1287     1.12073     1.16011   0.0048149
        1288     1.12042     1.16008  0.00481127
        1289     1.12018     1.16005  0.00480763
        1290     1.12002     1.16002  0.00480401
        1291     1.11994     1.15998  0.00480038
        1292     1.11992     1.15995  0.00479677
        1293     1.11997     1.15992  0.00479316
        1294     1.12009     1.15989  0.00478955
        1295     1.12026     1.15986  0.00478595
        1296     1.12049     1.15983  0.00478236
        1297     1.12077      1.1598  0.00477876
        1298     1.12108     1.15977  0.00477518
        1299     1.12144     1.15974  0.00477159
        1300     1.12183     1.15971  0.00476801
        1301     1.12225     1.15968  0.00476443
        1302     1.12268     1.15966  0.00476086
        1303     1.12314     1.15963  0.00475729
        1304      1.1236      1.1596  0.00475372
        1305     1.12407     1.15957  0.00475015
        1306     1.12454     1.15955  0.00474659
        1307       1.125     1.15952  0.00474303
        1308     1.12544     1.15949  0.00473948
        1309     1.12586     1.15947  0.00473593
        1310     1.12626     1.15944  0.00473238
        1311     1.12663     1.15942  0.00472884
        1312     1.12696     1.15939   0.0047253
        1313     1.12724     1.15937  0.00472176
        1314     1.12749     1.15934  0.00471823
        1315     1.12768     1.15932   0.0047147
        1316     1.12782      1.1593  0.00471118
        1317     1.12791     1.15927  0.00470767
        1318     1.12793     1.15925  0.00470415
        1319     1.12791     1.15922  0.00470065
        1320     1.12782      1.1592  0.00469715
        1321     1.12768     1.15918  0.00469365
        1322     1.12748     1.15915  0.00469016
        1323     1.12723     1.15913  0.00468668
        1324     1.12692      1.1591   0.0046832
        1325     1.12657     1.15908  0.00467973
        1326     1.12618     1.15905  0.00467627
        1327     1.12576     1.15903  0.00467281
        1328      1.1253       1.159  0.00466936
        1329     1.12483     1.15898  0.00466592
        1330     1.12435     1.15895  0.00466248
        1331     1.12386     1.15893  0.00465906
        1332     1.12339      1.1589  0.00465563
        1333     1.12293     1.15887  0.00465222
        1334      1.1225     1.15885  0.00464881
        1335     1.12212     1.15882  0.00464541
        1336      1.1218     1.15879  0.00464202
        1337     1.12154     1.15876  0.00463863
        1338     1.12136     1.15873  0.00463525
        1339     1.12128     1.15871  0.00463187
        1340      1.1213     1.15868   0.0046285
        1341     1.12143     1.15865  0.00462513
        1342      1.1217     1.15862  0.00462176
        1343      1.1221      1.1586   0.0046184
        1344     1.12266     1.15857  0.00461504
        1345     1.12337     1.15854  0.00461169
        1346     1.12425     1.15852  0.00460833
        1347      1.1253     1.15849  0.00460498
        1348     1.12653     1.15847  0.00460162
        1349     1.12795     1.15845  0.00459826
        1350     1.12955     1.15843  0.00459491
        1351     1.13134     1.15841  0.00459155
        1352     1.13331     1.15839  0.00458819
        1353     1.13546     1.15837  0.00458483
        1354     1.13778     1.15835  0.00458147
        1355     1.14028     1.15834  0.00457811
        1356     1.14294     1.15833  0.00457475
        1357     1.14574     1.15832  0.00457139
        1358     1.14868     1.15831  0.00456803
        1359     1.15175     1.15831  0.00456467
        1360     1.15493     1.15831  0.00456131
        1361      1.1582     1.15831  0.00455796
        1362     1.16154     1.15831  0.00455461
        1363     1.16494     1.15831  0.00455127
        1364     1.16837     1.15832  0.00454794
        1365     1.17182     1.15833  0.00454462
        1366     1.17527     1.15834  0.00454131
        1367     1.17869     1.15836  0.00453801
        1368     1.18206     1.15837  0.00453473
        1369     1.18537     1.15839  0.00453146
        1370     1.18859     1.15842  0.00452821
        1371      1.1917     1.15844  0.00452497
        1372     1.19469     1.15847  0.00452175
        1373     1.19753      1.1585  0.00451854
        1374      1.2002     1.15853  0.00451536
        1375     1.20269     1.15856  0.00451219
        1376     1.20499     1.15859  0.00450904
        1377     1.20707     1.15863   0.0045059
        1378     1.20892     1.15866  0.00450278
        1379     1.21052      1.1587  0.00449967
        1380     1.21187     1.15874  0.00449657
        1381     1.21295     1.15878  0.00449349
        1382     1.21375     1.15882  0.00449041
        1383     1.21426     1.15886  0.00448734
        1384     1.21447      1.1589  0.00448428
        1385     1.21438     1.15894  0.00448122
        1386     1.21399     1.15898  0.00447817
        1387     1.21328     1.15902  0.00447511
        1388     1.21226     1.15906  0.00447205
        1389     1.21093     1.15909  0.00446898
        1390     1.20929     1.15913  0.00446592
        1391     1.20734     1.15916  0.00446284
        1392      1.2051      1.1592  0.00445976
        1393     1.20256     1.15923  0.00445666
        1394     1.19973     1.15926  0.00445356
        1395     1.19663     1.15928  0.00445045
        1396     1.19327     1.15931  0.00444733
        1397     1.18967     1.15933   0.0044442
        1398     1.18583     1.15935  0.00444106
        1399     1.18178     1.15937  0.00443791
        1400     1.17754     1.15938  0.00443476
        1401     1.17312     1.15939  0.00443161
        1402     1.16855      1.1594  0.00442845
        1403     1.16386      1.1594   0.0044253
        1404     1.15906      1.1594  0.00442214
        1405     1.15419     1.15939    0.004419
        1406     1.14928     1.15939  0.00441586
        1407     1.14434     1.15938  0.00441273
        1408     1.13941     1.15936  0.00440962
        1409     1.13452     1.15934  0.00440653
        1410     1.12969     1.15932  0.00440345
        1411     1.12494      1.1593   0.0044004
        1412     1.12032     1.15927  0.00439737
        1413     1.11583     1.15924  0.00439437
        1414      1.1115     1.15921  0.00439139
        1415     1.10735     1.15917  0.00438844
        1416      1.1034     1.15913  0.00438552
        1417     1.09966     1.15909  0.00438262
        1418     1.09615     1.15904  0.00437976
        1419     1.09287       1.159  0.00437692
        1420     1.08983     1.15895  0.00437411
        1421     1.08704      1.1589  0.00437132
        1422     1.08449     1.15885  0.00436856
        1423     1.08218     1.15879  0.00436582
        1424     1.08011     1.15874  0.00436311
        1425     1.07828     1.15868  0.00436041
        1426     1.07668     1.15862  0.00435773
        1427      1.0753     1.15856  0.00435507
        1428     1.07413     1.15851  0.00435242
        1429     1.07315     1.15845  0.00434978
        1430     1.07237     1.15839  0.00434716
        1431     1.07177     1.15833  0.00434454
        1432     1.07135     1.15826  0.00434193
        1433     1.07108      1.1582  0.00433933
        1434     1.07097     1.15814  0.00433673
        1435       1.071     1.15808  0.00433413
        1436     1.07117     1.15802  0.00433154
        1437     1.07146     1.15796  0.00432894
        1438     1.07188      1.1579  0.00432634
        1439     1.07241     1.15784  0.00432375
        1440     1.07305     1.15778  0.00432114
        1441     1.07378     1.15772  0.00431854
        1442     1.07461     1.15767  0.00431593
        1443     1.07553     1.15761  0.00431331
        1444     1.07654     1.15755  0.00431069
        1445     1.07761      1.1575  0.00430806
        1446     1.07876     1.15744  0.00430543
        1447     1.07996     1.15739  0.00430279
        1448     1.08122     1.15734  0.00430014
        1449     1.08253     1.15729  0.00429748
