#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:      V_TAIL=-0.428346
         207    -5.45801    -5.44033  0.00102873
         208    -5.44473    -5.44035  0.00102401
         209    -5.43025    -5.44031  0.00102025
         210    -5.45954     -5.4404  0.00101949
         211    -5.44529    -5.44042  0.00101492
         212    -5.44635    -5.44045  0.00101052
         213    -5.44597    -5.44048  0.00100611
         214    -5.42494     -5.4404  0.00100402
         215    -5.42545    -5.44033  0.00100176
         216    -5.42123    -5.44024  0.00100102
         217    -5.44523    -5.44027 0.000996669
         218    -5.42873    -5.44021   0.0009935
         219    -5.46313    -5.44032 0.000994457
         220    -5.41845    -5.44022 0.000994891
         221    -5.42979    -5.44017 0.000991507
         222    -5.42977    -5.44013 0.000988148
         223    -5.44867    -5.44016  0.00098446
         224     -5.4358    -5.44014 0.000980258
         225    -5.45392    -5.44021 0.000977812
         226    -5.43726    -5.44019 0.000973572
         227    -5.43064    -5.44015 0.000970193
         228    -5.41515    -5.44004 0.000972115
         229    -5.44351    -5.44006 0.000967989
         230    -5.45123     -5.4401 0.000964999
         231    -5.44743    -5.44014 0.000961342
         232    -5.43434    -5.44011 0.000957523
         233    -5.44221    -5.44012 0.000953456
         234    -5.43857    -5.44011 0.000949404
         235    -5.43078    -5.44007 0.000946195
         236    -5.44325    -5.44009 0.000942281
         237    -5.43849    -5.44008 0.000938329
         238    -5.46471    -5.44018 0.000940075
         239    -5.42781    -5.44013 0.000937567
         240    -5.43823    -5.44012 0.000933694
         241    -5.45295    -5.44018 0.000931336
         242    -5.44441     -5.4402 0.000927651
         243    -5.42937    -5.44015 0.000924904
         244    -5.42286    -5.44008 0.000923823
         245    -5.41833    -5.43999 0.000924306
         246    -5.42496    -5.43993 0.000922567
         247    -5.43109    -5.43989 0.000919525
         248    -5.46318    -5.43999 0.000920599
         249    -5.45274    -5.44004 0.000918325
         250    -5.43077       -5.44   0.0009154
